enzymeID	species	sum	sd	percentage_species
GH77	CAG-103 sp000432375	79	0	0.226789917896308
GH77	CAG-103 sp900317855	103	0.261364503153684	0.295688120801516
GH77	CAG-1031 sp000431215	37	0.166666666666667	0.106218062812195
GH77	CAG-110 sp000434635	39	0.466091599699399	0.111959579720962
GH77	CAG-110 sp000435995	5	0	0.0143537922719182
GH77	CAG-110 sp002362145	276	0.648042801943639	0.792329333409887
GH77	CAG-110 sp002362625	6	0	0.0172245507263019
GH77	CAG-110 sp002372735	8	0	0.0229660676350692
GH77	CAG-110 sp002436765	3	0	0.00861227536315094
GH77	CAG-110 sp002437585	682	0.736168000119405	1.95785726588965
GH77	CAG-110 sp002493965	96	0.636862940980558	0.27559281162083
GH77	CAG-110 sp003525905	151	0.215804272597843	0.433484526611931
GH77	CAG-110 sp900315595	9	0	0.0258368260894528
GH77	CAG-110 sp900316335	2		0.0057415169087673
GH77	CAG-1138 sp000434675	21	0.223606797749979	0.0602859275420566
GH77	CAG-115 sp002304735	7	0	0.0200953091806855
GH77	CAG-115 sp002425305	3	0	0.00861227536315094
GH77	CAG-115 sp002492075	2	0	0.0057415169087673
GH77	CAG-115 sp003507295	2		0.0057415169087673
GH77	CAG-115 sp003516865	2	0	0.0057415169087673
GH77	CAG-115 sp003531585	12	0.487950036474267	0.0344491014526038
GH77	CAG-127 sp002404515	3		0.00861227536315094
GH77	CAG-127 sp002431865	1		0.00287075845438365
GH77	CAG-127 sp002476495	3	0.707106781186548	0.00861227536315094
GH77	CAG-127 sp002493625	1		0.00287075845438365
GH77	CAG-127 sp900319515	23	0.300792603759119	0.0660274444508239
GH77	CAG-1435 sp000433775	1		0.00287075845438365
GH77	CAG-1435 sp003537755	1		0.00287075845438365
GH77	CAG-145 sp000435615	3	0	0.00861227536315094
GH77	CAG-145 sp002320005	12	0.301511344577764	0.0344491014526038
GH77	CAG-170 sp000432135	76	0.475594865605671	0.218177642533157
GH77	CAG-170 sp000436735	46	0.149071198499986	0.132054888901648
GH77	CAG-170 sp002298695	70	0.208372904428249	0.200953091806855
GH77	CAG-170 sp002404795	150	0.245320954711718	0.430613768157547
GH77	CAG-170 sp003516765	105	0.138661848823156	0.301429637710283
GH77	CAG-177 sp000431775	58	0.498778996956446	0.166503990354252
GH77	CAG-177 sp002315935	1		0.00287075845438365
GH77	CAG-177 sp002438685	1		0.00287075845438365
GH77	CAG-177 sp002451755	1		0.00287075845438365
GH77	CAG-177 sp003514385	20	0.229415733870562	0.057415169087673
GH77	CAG-177 sp003538135	2	0	0.0057415169087673
GH77	CAG-1782 sp002349735	10	0	0.0287075845438365
GH77	CAG-180 sp000432435	8	0.377964473009227	0.0229660676350692
GH77	CAG-180 sp002361875	6	0	0.0172245507263019
GH77	CAG-180 sp002490425	20	0	0.057415169087673
GH77	CAG-180 sp002490525	70	0.170213933457599	0.200953091806855
GH77	CAG-180 sp900315985	3	0	0.00861227536315094
GH77	CAG-194 sp000432915	15	0.504524979109513	0.0430613768157547
GH77	CAG-196 sp002102975	98	1.07214502260419	0.281334328529598
GH77	CAG-196 sp002309875	1		0.00287075845438365
GH77	CAG-217 sp000436335	75	0.415299732236633	0.215306884078774
GH77	CAG-245 sp000435175	56	0.233295317934376	0.160762473445484
GH77	CAG-267 sp001917135	2		0.0057415169087673
GH77	CAG-269 sp000431335	32	0	0.0918642705402767
GH77	CAG-269 sp000435535	1		0.00287075845438365
GH77	CAG-269 sp001916005	13	0	0.0373198599069874
GH77	CAG-269 sp001916055	114	0.21017281693871	0.327266463799736
GH77	CAG-269 sp001916065	16	0.820199532264724	0.0459321352701384
GH77	CAG-269 sp003525075	88	0.239379155844276	0.252626743985761
GH77	CAG-272 sp000433515	18	0.242535625036333	0.0516736521789057
GH77	CAG-273 sp000437855	1		0.00287075845438365
GH77	CAG-273 sp003507395	3	0.707106781186548	0.00861227536315094
GH77	CAG-279 sp000437795	90	0.211825496670424	0.258368260894528
GH77	CAG-288 sp000437395	11	0.752772652709081	0.0315783429982201
GH77	CAG-302 sp000431795	8	0.547722557505166	0.0229660676350692
GH77	CAG-302 sp001916775	3	0.707106781186548	0.00861227536315094
GH77	CAG-306 sp000980375	1		0.00287075845438365
GH77	CAG-313 sp003539625	6	1	0.0172245507263019
GH77	CAG-349 sp001940895	1		0.00287075845438365
GH77	CAG-349 sp003539515	81	0.111803398874989	0.232531434805076
GH77	CAG-353 sp900066885	1		0.00287075845438365
GH77	CAG-390 sp000437015	3	0	0.00861227536315094
GH77	CAG-390 sp003523225	38	0	0.109088821266579
GH77	CAG-41 sp001941225	8	0.377964473009227	0.0229660676350692
GH77	CAG-41 sp900066215	11	0	0.0315783429982201
GH77	CAG-417 sp000432835	4	1.4142135623731	0.0114830338175346
GH77	CAG-417 sp002477275	1		0.00287075845438365
GH77	CAG-433 sp000433675	3	0.707106781186548	0.00861227536315094
GH77	CAG-448 sp003150135	9	0	0.0258368260894528
GH77	CAG-45 sp002299665	335	0.528728460422321	0.961704082218522
GH77	CAG-45 sp900315735	7	0.408248290463863	0.0200953091806855
GH77	CAG-451 sp000438295	2		0.0057415169087673
GH77	CAG-452 sp000434035	7	0.547722557505166	0.0200953091806855
GH77	CAG-460 sp000437355	2	0	0.0057415169087673
GH77	CAG-460 sp000438075	2		0.0057415169087673
GH77	CAG-460 sp002439555	1		0.00287075845438365
GH77	CAG-465 sp000433135	3	0	0.00861227536315094
GH77	CAG-465 sp000433755	2	0	0.0057415169087673
GH77	CAG-475 sp000434435	5	0	0.0143537922719182
GH77	CAG-475 sp002449145	1		0.00287075845438365
GH77	CAG-475 sp002476605	10	0	0.0287075845438365
GH77	CAG-484 sp900321895	13	0.517549169506766	0.0373198599069874
GH77	CAG-485 sp000437495	40	0.160128153805087	0.114830338175346
GH77	CAG-485 sp001701295	17	0	0.048802893724522
GH77	CAG-485 sp002361155	30	0.262265264156481	0.0861227536315094
GH77	CAG-485 sp002361235	2	0	0.0057415169087673
GH77	CAG-485 sp002491165	11	0	0.0315783429982201
GH77	CAG-485 sp002493515	1		0.00287075845438365
GH77	CAG-485 sp900321585	32	0.356348322549899	0.0918642705402767
GH77	CAG-488 sp000434055	63	0.253554508841448	0.18085778262617
GH77	CAG-488 sp000434915	2	0	0.0057415169087673
GH77	CAG-488 sp002449395	37	0.235504107976803	0.106218062812195
GH77	CAG-495 sp000432275	1		0.00287075845438365
GH77	CAG-495 sp001917125	7	0.408248290463863	0.0200953091806855
GH77	CAG-510 sp000434615	17	0.522232967867094	0.048802893724522
GH77	CAG-510 sp002432425	5	0.577350269189626	0.0143537922719182
GH77	CAG-533 sp000434495	5	1.15470053837925	0.0143537922719182
GH77	CAG-533 sp002438065	1		0.00287075845438365
GH77	CAG-533 sp003150195	2		0.0057415169087673
GH77	CAG-536 sp000434355	3	0.707106781186548	0.00861227536315094
GH77	CAG-536 sp900314505	190	0.604049985793182	0.545444106332893
GH77	CAG-557 sp000435275	5	0.5	0.0143537922719182
GH77	CAG-56 sp002361955	21	0.301511344577764	0.0602859275420566
GH77	CAG-56 sp900066615	40	0.324442842261525	0.114830338175346
GH77	CAG-568 sp000434395	5	0	0.0143537922719182
GH77	CAG-590 sp000431135	1		0.00287075845438365
GH77	CAG-590 sp003530125	3	0.707106781186548	0.00861227536315094
GH77	CAG-594 sp000434835	3	0	0.00861227536315094
GH77	CAG-603 sp900066105	1		0.00287075845438365
GH77	CAG-603 sp900314525	7	0.408248290463863	0.0200953091806855
GH77	CAG-603 sp900315425	2		0.0057415169087673
GH77	CAG-605 sp000433255	4	0.577350269189626	0.0114830338175346
GH77	CAG-628 sp003524085	1		0.00287075845438365
GH77	CAG-631 sp000433015	1		0.00287075845438365
GH77	CAG-632 sp000431515	1		0.00287075845438365
GH77	CAG-698 sp000431235	1		0.00287075845438365
GH77	CAG-710 sp000432595	3	0.707106781186548	0.00861227536315094
GH77	CAG-724 sp003524145	27	0.196116135138184	0.0775104782683585
GH77	CAG-791 sp000431495	98	0.303200496979711	0.281334328529598
GH77	CAG-791 sp900318875	14	0.462910049886276	0.0401906183613711
GH77	CAG-791 sp900320025	6	0	0.0172245507263019
GH77	CAG-81 sp000435795	4	0.577350269189626	0.0114830338175346
GH77	CAG-81 sp900066535	3	0.707106781186548	0.00861227536315094
GH77	CAG-81 sp900066785	1		0.00287075845438365
GH77	CAG-83 sp000431575	90	0.236690534165575	0.258368260894528
GH77	CAG-83 sp000435555	57	0.381945484252892	0.163633231899868
GH77	CAG-83 sp000435975	24	0.208514414057075	0.0688982029052076
GH77	CAG-83 sp001916855	51	0.314696387689978	0.146408681173566
GH77	CAG-83 sp002438575	1		0.00287075845438365
GH77	CAG-83 sp003487665	381	0.282378315354988	1.09375897112017
GH77	CAG-83 sp003539495	83	0.351573041633746	0.238272951713843
GH77	CAG-83 sp900313295	161	0.558533722440084	0.462192111155767
GH77	CAG-83 sp900317425	1		0.00287075845438365
GH77	CAG-831 sp000432775	1		0.00287075845438365
GH77	CAG-841 sp000437375	24	0.208514414057075	0.0688982029052076
GH77	CAG-841 sp002405565	23	0.21320071635561	0.0660274444508239
GH77	CAG-841 sp002479075	14	0	0.0401906183613711
GH77	CAG-873 sp001689415	1		0.00287075845438365
GH77	CAG-873 sp001689665	16	0	0.0459321352701384
GH77	CAG-873 sp001701165	38	0.284028640998691	0.109088821266579
GH77	CAG-873 sp002493945	47	0.208409077139993	0.134925647356031
GH77	CAG-873 sp002633115	3	0	0.00861227536315094
GH77	CAG-877 sp000433455	1		0.00287075845438365
GH77	CAG-882 sp003486385	2	0	0.0057415169087673
GH77	CAG-884 sp000433875	2	0	0.0057415169087673
GH77	CAG-914 sp000437895	15	0.707106781186548	0.0430613768157547
GH77	CAG-95 sp000403495	13	0	0.0373198599069874
GH77	CAG-95 sp000436115	48	0.417391935564841	0.137796405810415
GH77	CAG-95 sp000438155	7	0.408248290463863	0.0200953091806855
GH77	CAG-95 sp002492465	1		0.00287075845438365
GH77	CAG-95 sp900066375	14	0.389249472080762	0.0401906183613711
GH77	CAG-964 sp000435335	2	0	0.0057415169087673
GH77	CAG-964_A sp002493755	8	0	0.0229660676350692
GH77	Catenibacterium mitsuokai	262	0.44524371034383	0.752138715048516
GH77	Catenibacterium sp000437715	2		0.0057415169087673
GH77	Chlamydia suis	99	0	0.284205086983981
GH77	Christensenella massiliensis	2	0	0.0057415169087673
GH77	Christensenella minuta	5	0	0.0143537922719182
GH77	Cloacibacillus evryensis	1		0.00287075845438365
GH77	Cloacibacillus porcorum	54	0	0.155020956536717
GH77	Clostridium baratii	16	2.82842712474619	0.0459321352701384
GH77	Clostridium butyricum	1		0.00287075845438365
GH77	Clostridium celatum	6	2.82842712474619	0.0172245507263019
GH77	Clostridium disporicum	16	1.92353840616713	0.0459321352701384
GH77	Clostridium nigeriense	1		0.00287075845438365
GH77	Clostridium saudiense	4	0.577350269189626	0.0114830338175346
GH77	Clostridium sp000435835	202	0.96588201393491	0.579893207785497
GH77	Clostridium sp003539755	1		0.00287075845438365
GH77	Clostridium sp900317445	18	0.632455532033676	0.0516736521789057
GH77	Clostridium thermobutyricum	2		0.0057415169087673
GH77	Clostridium_A leptum	4	0	0.0114830338175346
GH77	Clostridium_AI sp002297865	30	0.726731400270092	0.0861227536315094
GH77	Clostridium_M bolteae	1		0.00287075845438365
GH77	Clostridium_M citroniae	1		0.00287075845438365
GH77	Clostridium_M clostridioforme	123	0.962903043128358	0.353103289889189
GH77	Clostridium_M clostridioforme_A	1		0.00287075845438365
GH77	Clostridium_M sp000155435	14	0.462910049886276	0.0401906183613711
GH77	Clostridium_M sp001304855	12	0	0.0344491014526038
GH77	Clostridium_M sp001517625	3		0.00861227536315094
GH77	Clostridium_P perfringens	61	1.78877893951906	0.175116265717403
GH77	Clostridium_P ventriculi	62	0.128036879932896	0.177987024171786
GH77	Clostridium_Q saccharolyticum	4	0.577350269189626	0.0114830338175346
GH77	Clostridium_Q sp003024715	21	0.632455532033676	0.0602859275420566
GH77	Clostridium_Q symbiosum	21	0.514495755427527	0.0602859275420566
GH77	COE1 sp001916965	13	0	0.0373198599069874
GH77	COE1 sp002490665	1		0.00287075845438365
GH77	Collinsella bouchesdurhonensis	9	0	0.0258368260894528
GH77	Collinsella sp000763055	2		0.0057415169087673
GH77	Collinsella sp002232035	2		0.0057415169087673
GH77	Collinsella sp002391315	119	0.38460472186286	0.341620256071654
GH77	Collinsella vaginalis	1		0.00287075845438365
GH77	Comamonas kerstersii	2		0.0057415169087673
GH77	Coprococcus eutactus_A	7	0.547722557505166	0.0200953091806855
GH77	Coprococcus sp000433075	2	0	0.0057415169087673
GH77	Coprococcus_A catus	218	0.424862072333811	0.625825343055635
GH77	Coprococcus_B comes	33	0.49453535504684	0.0947350289946604
GH77	Corynebacterium glutamicum	1		0.00287075845438365
GH77	Corynebacterium maris	1		0.00287075845438365
GH77	Corynebacterium phoceense	1		0.00287075845438365
GH77	Corynebacterium sp900232865	1		0.00287075845438365
GH77	Corynebacterium stationis	45	0.150755672288882	0.129184130447264
GH77	Corynebacterium xerosis	77	0.162192189412149	0.221048400987541
GH77	D5 sp900113995	12	0	0.0344491014526038
GH77	Denitrobacterium detoxificans	1		0.00287075845438365
GH77	Desulfovibrio piger	2	0	0.0057415169087673
GH77	Dialister sp000434475	1		0.00287075845438365
GH77	Dialister succinatiphilus	1		0.00287075845438365
GH77	Dietzia maris	1		0.00287075845438365
GH77	Dietzia sp002441635	8	0	0.0229660676350692
GH77	Dorea faecis	2		0.0057415169087673
GH77	Dorea formicigenerans	375	0.772751656690763	1.07653442039387
GH77	Dorea longicatena	387	0.601755606936384	1.11098352184647
GH77	Dorea longicatena_B	27	0.414039335605413	0.0775104782683585
GH77	Dorea scindens	167	0.78747027824832	0.479416661882069
GH77	Dorea sp000403475	3	0.707106781186548	0.00861227536315094
GH77	Dorea sp000433215	60	0.545249756806271	0.172245507263019
GH77	Dorea sp000433535	4	0	0.0114830338175346
GH77	Dorea sp000765215	2		0.0057415169087673
GH77	Dorea sp002492335	2		0.0057415169087673
GH77	Dorea sp900066555	11	0.517549169506766	0.0315783429982201
GH77	Dorea sp900066765	50	0.55760592693039	0.143537922719182
GH77	DTU089_A sp002440045	24	0	0.0688982029052076
GH77	Duodenibacillus sp002404465	5	0	0.0143537922719182
GH77	Eisenbergiella massiliensis	6	0.577350269189626	0.0172245507263019
GH77	Eisenbergiella sp900066775	9	0.547722557505166	0.0258368260894528
GH77	Eisenbergiella tayi	1		0.00287075845438365
GH77	Enterobacter himalayensis	10	0	0.0287075845438365
GH77	Enterococcus faecalis	2	0	0.0057415169087673
GH77	Enterococcus_B durans	1		0.00287075845438365
GH77	Enterococcus_B hirae	6	0.577350269189626	0.0172245507263019
GH77	Enterococcus_B ratti	1		0.00287075845438365
GH77	Enterococcus_B villorum	1		0.00287075845438365
GH77	Enterococcus_E cecorum	4	0	0.0114830338175346
GH77	Enteroscipio rubneri	1		0.00287075845438365
GH77	ER4 sp000765235	126	0.298092966112291	0.36171556525234
GH77	ER4 sp003522105	126	0.178812715612169	0.36171556525234
GH77	ER4 sp900317525	132	0.277677226315307	0.378940115978642
GH77	Erysipelatoclostridium ramosum	10	0.333333333333333	0.0287075845438365
GH77	Erysipelatoclostridium sp000752095	33	0.176776695296637	0.0947350289946604
GH77	Escherichia coli	4	0	0.0114830338175346
GH77	Escherichia coli_D	4	0	0.0114830338175346
GH77	Escherichia dysenteriae	4	0	0.0114830338175346
GH77	Escherichia flexneri	166	0.190580048055879	0.476545903427686
GH77	Eubacterium callanderi	26	0.2	0.0746397198139749
GH77	Eubacterium_A pyruvativorans	77	0.114707866935281	0.221048400987541
GH77	Eubacterium_A sp900321685	13	0	0.0373198599069874
GH77	Eubacterium_E hallii	103	0.613179174927665	0.295688120801516
GH77	Eubacterium_E hallii_A	292	0.496151928837647	0.838261468680025
GH77	Eubacterium_E sp002161065	30	0.485071250072666	0.0861227536315094
GH77	Eubacterium_E sp900016875	27	0.478713553878169	0.0775104782683585
GH77	Eubacterium_F sp000434115	5	0	0.0143537922719182
GH77	Eubacterium_F sp002431395	13	0	0.0373198599069874
GH77	Eubacterium_F sp002435545	1		0.00287075845438365
GH77	Eubacterium_F sp003491505	59	0.472187455263057	0.169374748808635
GH77	Eubacterium_G sp000432355	3	0.707106781186548	0.00861227536315094
GH77	Eubacterium_G sp000435815	2	0	0.0057415169087673
GH77	Eubacterium_H cellulosolvens	24	0.29424494316825	0.0688982029052076
GH77	Eubacterium_H sp000702845	3	0.707106781186548	0.00861227536315094
GH77	Eubacterium_H sp002371335	2		0.0057415169087673
GH77	Eubacterium_H sp002394235	137	0.883573287501362	0.39329390825056
GH77	Eubacterium_H sp003488475	66	0.564400909900732	0.189470057989321
GH77	Eubacterium_H sp900314295	80	1.07296808163229	0.229660676350692
GH77	Eubacterium_H sp900317175	12	0.534522483824849	0.0344491014526038
GH77	Eubacterium_I ramulus	1		0.00287075845438365
GH77	Eubacterium_I ramulus_A	1		0.00287075845438365
GH77	Eubacterium_J plexicaudatum	4	0.577350269189626	0.0114830338175346
GH77	Eubacterium_Q ruminantium	1		0.00287075845438365
GH77	Eubacterium_Q sp900314445	71	0.583441548403986	0.203823850261239
GH77	Eubacterium_R coprostanoligenes	298	0.438632972130332	0.855486019406327
GH77	Eubacterium_R sp000431535	2	0	0.0057415169087673
GH77	Eubacterium_R sp000433975	16	0.258198889747161	0.0459321352701384
GH77	Eubacterium_R sp000434995	28	0.577350269189626	0.0803812367227422
GH77	Eubacterium_R sp000436835	18	0.504524979109513	0.0516736521789057
GH77	Eubacterium_R sp002361935	2	0	0.0057415169087673
GH77	Eubacterium_R sp002493325	4	0	0.0114830338175346
GH77	Eubacterium_R sp003526845	45	0.208514414057075	0.129184130447264
GH77	Eubacterium_R sp900321905	1		0.00287075845438365
GH77	Eubacterium_S uniforme	3	0	0.00861227536315094
GH77	F082 sp900315175	24	0	0.0688982029052076
GH77	F23-B02 sp000431075	140	0.189555938556147	0.401906183613711
GH77	F23-B02 sp001916715	94	0.103695169473043	0.269851294712063
GH77	F23-B02 sp002314685	63	0.127000127000191	0.18085778262617
GH77	F23-B02 sp002472405	209	0.155005974466013	0.599988516966183
GH77	Faecalibacterium prausnitzii_A	5	0	0.0143537922719182
GH77	Faecalibacterium prausnitzii_C	97	0.713706987572016	0.278463570075214
GH77	Faecalibacterium prausnitzii_D	579	1.04420653708535	1.66216914508813
GH77	Faecalibacterium prausnitzii_E	284	0.920733299770283	0.815295401044956
GH77	Faecalibacterium prausnitzii_F	1		0.00287075845438365
GH77	Faecalibacterium prausnitzii_G	85	0.525015262293417	0.24401446862261
GH77	Faecalibacterium prausnitzii_K	6	0	0.0172245507263019
GH77	Faecalibacterium sp002160895	84	0.427336319675891	0.241143710168226
GH77	Faecalibacterium sp002160915	8	0	0.0229660676350692
GH77	Faecalibacterium sp003449675	180	0.866273797710035	0.516736521789057
GH77	Faecalicatena faecis	181	1.10732182140587	0.51960728024344
GH77	Faecalicatena glycyrrhizinilyticum	2	0	0.0057415169087673
GH77	Faecalicatena gnavus	36	0.8038369524685	0.103347304357811
GH77	Faecalicatena lactaris	1		0.00287075845438365
GH77	Faecalicatena orotica	5	0	0.0143537922719182
GH77	Faecalicatena sp000403295	1		0.00287075845438365
GH77	Faecalicatena sp002160525	2	0	0.0057415169087673
GH77	Faecalicatena sp002320245	20	0.229415733870562	0.057415169087673
GH77	Faecalicatena sp900066545	22	0.646206172658864	0.0631566859964403
GH77	Faecalicatena torques	5	0.5	0.0143537922719182
GH77	Faecalicoccus pleomorphus	6	0.577350269189626	0.0172245507263019
GH77	Faecalitalea cylindroides	26	0.363136519601281	0.0746397198139749
GH77	FD2005 sp000702525	3	0.707106781186548	0.00861227536315094
GH77	Fibrobacter_A intestinalis	4	0.577350269189626	0.0114830338175346
GH77	Firm-04 sp002395085	1		0.00287075845438365
GH77	Firm-07 sp002438075	2	0	0.0057415169087673
GH77	Firm-10 sp001603025	1		0.00287075845438365
GH77	Flavonifractor sp002159175	7	0.957427107756338	0.0200953091806855
GH77	Flavonifractor sp002159455	1		0.00287075845438365
GH77	Flavonifractor sp002161085	5	0.5	0.0143537922719182
GH77	Flavonifractor sp002161215	2	0	0.0057415169087673
GH77	Flavonifractor sp900199495	17	0.600925212577332	0.048802893724522
GH77	Fournierella massiliensis	13	0.690065559342354	0.0373198599069874
GH77	Fournierella sp002160145	20	0.816496580927726	0.057415169087673
GH77	Fournierella sp002161595	1		0.00287075845438365
GH77	Fusicatenibacter saccharivorans	154	0.366020889931201	0.442096801975082
GH77	Fusobacterium_A mortiferum	1		0.00287075845438365
GH77	GCA-900066135 sp900066135	176	0.473249555321714	0.505253487971522
GH77	GCA-900066575 sp002160765	2	0	0.0057415169087673
GH77	GCA-900066575 sp002160825	9	0.5	0.0258368260894528
GH77	GCA-900066575 sp900066385	4	0	0.0114830338175346
GH77	GCA-900066995 sp900291955	2	0	0.0057415169087673
GH77	GCA-900199385 sp900315675	1		0.00287075845438365
GH77	GCA-900199385 sp900320755	1		0.00287075845438365
GH77	Gemmiger formicilis	791	0.538434126151	2.27076993741747
GH77	Gemmiger sp002306375	8	0.516397779494322	0.0229660676350692
GH77	Gemmiger sp003476825	379	0.435995603072574	1.0880174542114
GH77	Gemmiger variabile	182	0.516956129839213	0.522478038697824
GH77	Globicatella sulfidifaciens	1		0.00287075845438365
GH77	Holdemanella biformis	344	0.404210404053693	0.987540908307975
GH77	Holdemanella sp002299315	234	0.442458679117276	0.671757478325774
GH77	HUN007 sp002315235	2	0	0.0057415169087673
GH77	Hungatella amygdalinum	4	0.577350269189626	0.0114830338175346
GH77	Hungatella effluvii	23	0.744946343668492	0.0660274444508239
GH77	Hungatella hathewayi	5	0	0.0143537922719182
GH77	Hungatella saccharolyticum	1		0.00287075845438365
GH77	Intestinibacter bartlettii	31	0.257880714777564	0.0889935120858931
GH77	Intestinimonas butyriciproducens	75	0.642740036171982	0.215306884078774
GH77	Intestinimonas massiliensis	74	0.994679724887383	0.21243612562439
GH77	ISDg sp002311665	1		0.00287075845438365
GH77	Jeotgalibaca sp001975685	3	0	0.00861227536315094
GH77	K10 sp001941205	1		0.00287075845438365
GH77	KLE1615 sp900066985	117	0.403394686042433	0.335878739162887
GH77	KLE1796 sp001580115	6	0	0.0172245507263019
GH77	Klebsiella pneumoniae	1		0.00287075845438365
GH77	Lachnobacterium bovis_A	5	0.577350269189626	0.0143537922719182
GH77	Lachnoclostridium_A sp002160755	2		0.0057415169087673
GH77	Lachnospira eligens_B	2	0	0.0057415169087673
GH77	Lachnospira multipara	2	0	0.0057415169087673
GH77	Lachnospira multipara_A	1		0.00287075845438365
GH77	Lachnospira rogosae	10	0.707106781186548	0.0287075845438365
GH77	Lachnospira sp000436475	1		0.00287075845438365
GH77	Lachnospira sp003537285	2	0	0.0057415169087673
GH77	Lachnospira sp900316325	57	0.133630620956212	0.163633231899868
GH77	Lactobacillus amylovorus	34	0.52569313896348	0.097605787449044
GH77	Lactobacillus crispatus	5	0	0.0143537922719182
GH77	Lactobacillus delbrueckii_A	7	0.408248290463863	0.0200953091806855
GH77	Lactobacillus gallinarum	8	0.516397779494322	0.0229660676350692
GH77	Lactobacillus gasseri	2	0	0.0057415169087673
GH77	Lactobacillus helveticus	4	0	0.0114830338175346
GH77	Lactobacillus johnsonii	32	0.678232998312527	0.0918642705402767
GH77	Lactobacillus taiwanensis	3	0.707106781186548	0.00861227536315094
GH77	Lactobacillus_B ruminis	2	0	0.0057415169087673
GH77	Lactobacillus_B salivarius	19	0.497245158098847	0.0545444106332893
GH77	Lactobacillus_H mucosae	13	0.674948557710553	0.0373198599069874
GH77	Lactobacillus_H reuteri	51	0.343775825476164	0.146408681173566
GH77	Lactobacillus_H vaginalis	2	0	0.0057415169087673
GH77	Lawsonibacter sp000177015	82	0.24802707501094	0.235402193259459
GH77	Lawsonibacter sp000492175	3	0.707106781186548	0.00861227536315094
GH77	Lawsonibacter sp002160305	2		0.0057415169087673
GH77	Lawsonibacter sp002161175	26	0.538958431120797	0.0746397198139749
GH77	Lawsonibacter sp900066645	3	0	0.00861227536315094
GH77	Libanicoccus massiliensis	1		0.00287075845438365
GH77	Macrococcus bohemicus	1		0.00287075845438365
GH77	Marseille-P3106 sp900169975	14	0.277350098112615	0.0401906183613711
GH77	Marvinbryantia sp002473385	3	0.707106781186548	0.00861227536315094
GH77	Marvinbryantia sp900066075	304	0.754024839855755	0.872710570132629
GH77	Massilioclostridium coli	1		0.00287075845438365
GH77	Megasphaera elsdenii	110	0.0957826285221151	0.315783429982201
GH77	Mitsuokella jalaludinii	88	0.107211253483779	0.252626743985761
GH77	Mitsuokella multacida	58	0.187256335179708	0.166503990354252
GH77	Mogibacterium sp900315625	32	0	0.0918642705402767
GH77	NK3B98 sp900314485	11	0.786795792469443	0.0315783429982201
GH77	NK4A136 sp002393955	3		0.00861227536315094
GH77	NK4A136 sp002479655	1		0.00287075845438365
GH77	NK4A144 sp900168235	1		0.00287075845438365
GH77	OEMS01 sp900199405	225	0.349793994927413	0.645920652236321
GH77	Olsenella_B sp000752675	1		0.00287075845438365
GH77	Olsenella_B sp900111695	31	0.314970394174356	0.0889935120858931
GH77	Olsenella_B sp900315375	1		0.00287075845438365
GH77	Olsenella_C umbonata	36	0.238832573610613	0.103347304357811
GH77	Olsenella_E sp002440065	4	0	0.0114830338175346
GH77	Olsenella_E sp003150175	8	0	0.0229660676350692
GH77	Oribacterium sp000424445	2	0	0.0057415169087673
GH77	Oribacterium sp002431355	168	0.211825496670424	0.482287420336453
GH77	Oribacterium sp900107835	2		0.0057415169087673
GH77	Oscillibacter sp000403435	11	0.517549169506766	0.0315783429982201
GH77	Oscillibacter sp001916835	85	0.3731881648615	0.24401446862261
GH77	Oscillibacter sp900066435	563	0.659159000658509	1.61623700981799
GH77	Oscillibacter sp900115635	7	0.408248290463863	0.0200953091806855
GH77	Oxalobacter formigenes_B	12	0	0.0344491014526038
GH77	Parabacteroides distasonis	76	0.115470053837925	0.218177642533157
GH77	Parabacteroides goldsteinii	8	0.516397779494322	0.0229660676350692
GH77	Parabacteroides merdae	6	0	0.0172245507263019
GH77	Parabacteroides sp000436495	18	0.341565025531987	0.0516736521789057
GH77	Pauljensenia cardiffensis	2	0	0.0057415169087673
GH77	Pauljensenia turicensis	15	0.5	0.0430613768157547
GH77	PeH17 sp000435055	88	0.151598865900345	0.252626743985761
GH77	PeH17 sp001940845	88	0.214237898662161	0.252626743985761
GH77	Peptostreptococcus sp900112955	2		0.0057415169087673
GH77	Phascolarctobacterium_A succinatutens	11	0.440958551844098	0.0315783429982201
GH77	Phil1 sp001940855	288	0.0590281336100955	0.826778434862491
GH77	Phil12 sp002633275	4	0	0.0114830338175346
GH77	Phocea massiliensis	1		0.00287075845438365
GH77	Prevotella amnii	1		0.00287075845438365
GH77	Prevotella bergensis	2		0.0057415169087673
GH77	Prevotella bivia	1		0.00287075845438365
GH77	Prevotella brevis	3	0	0.00861227536315094
GH77	Prevotella bryantii	25	0	0.0717689613595912
GH77	Prevotella buccalis	1		0.00287075845438365
GH77	Prevotella conceptionensis	1		0.00287075845438365
GH77	Prevotella copri	206	0.432913015762933	0.591376241603032
GH77	Prevotella copri_A	136	0.540595538531566	0.390423149796176
GH77	Prevotella intermedia	2	0	0.0057415169087673
GH77	Prevotella lascolaii	8	1.34164078649987	0.0229660676350692
GH77	Prevotella salivae	3	0	0.00861227536315094
GH77	Prevotella seregens	11	0.517549169506766	0.0315783429982201
GH77	Prevotella sp000431975	1		0.00287075845438365
GH77	Prevotella sp000434515	105	0.343696301647724	0.301429637710283
GH77	Prevotella sp000434975	126	0.358299286042239	0.36171556525234
GH77	Prevotella sp000436035	65	0.125	0.186599299534937
